,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
5248,14879,Hoppin' Frog Brewery,1322095468,3.5,3.5,4.0,beercar,Russian Imperial Stout,3.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5249,14879,Hoppin' Frog Brewery,1321941639,4.5,4.0,3.5,angelmonster,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5250,14879,Hoppin' Frog Brewery,1321929547,4.5,4.0,5.0,AJStank,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5251,14879,Hoppin' Frog Brewery,1321734076,4.0,4.0,4.0,RoamingGnome,Russian Imperial Stout,5.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5252,14879,Hoppin' Frog Brewery,1321699051,4.0,4.0,4.5,russwbeck,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5253,14879,Hoppin' Frog Brewery,1321424046,4.0,3.5,3.5,rudzud,Russian Imperial Stout,3.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5254,14879,Hoppin' Frog Brewery,1248113310,4.0,2.5,4.5,jrallen34,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5255,14879,Hoppin' Frog Brewery,1321332256,4.5,5.0,4.0,bobhits,Russian Imperial Stout,2.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5256,14879,Hoppin' Frog Brewery,1254267599,3.5,4.0,4.0,jxhill,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5257,14879,Hoppin' Frog Brewery,1253581191,4.5,4.5,4.0,vrazionale,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5258,14879,Hoppin' Frog Brewery,1253334066,3.5,4.0,4.0,nickfl,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5259,14879,Hoppin' Frog Brewery,1253250234,5.0,4.5,4.0,DavoleBomb,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5260,14879,Hoppin' Frog Brewery,1252726224,3.5,3.0,3.5,Shaw,Russian Imperial Stout,4.0,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5261,14879,Hoppin' Frog Brewery,1252711715,4.5,4.5,3.0,COBeerBuff,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5262,14879,Hoppin' Frog Brewery,1252671558,4.0,4.5,4.0,jdg204,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5263,14879,Hoppin' Frog Brewery,1252648803,3.0,2.5,4.5,thryn,Russian Imperial Stout,4.0,2.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5264,14879,Hoppin' Frog Brewery,1252371956,4.5,4.5,4.0,Beejay,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5265,14879,Hoppin' Frog Brewery,1252121210,3.5,4.5,3.5,drpimento,Russian Imperial Stout,4.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5266,14879,Hoppin' Frog Brewery,1251986645,4.5,4.0,4.5,MasterSki,Russian Imperial Stout,5.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5267,14879,Hoppin' Frog Brewery,1251855319,4.5,4.5,4.0,HopHead84,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5268,14879,Hoppin' Frog Brewery,1248006706,4.5,4.0,4.0,dmamiano,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5269,14879,Hoppin' Frog Brewery,1251849361,5.0,5.0,4.5,JamnesCameron,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5270,14879,Hoppin' Frog Brewery,1251619250,5.0,4.0,4.5,rajendra82,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5271,14879,Hoppin' Frog Brewery,1251606410,4.5,4.5,4.0,projectflam86,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5272,14879,Hoppin' Frog Brewery,1251592876,3.0,4.5,3.5,Gtreid,Russian Imperial Stout,4.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5273,14879,Hoppin' Frog Brewery,1251491282,4.5,4.0,4.0,baggio,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5274,14879,Hoppin' Frog Brewery,1251335367,4.0,4.5,4.0,kbeals,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5275,14879,Hoppin' Frog Brewery,1251301025,3.5,4.0,4.5,ClockworkOrange,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5276,14879,Hoppin' Frog Brewery,1251222265,4.5,5.0,4.0,DaveFL1976,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5277,14879,Hoppin' Frog Brewery,1250957014,4.5,4.0,4.5,ricke,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5278,14879,Hoppin' Frog Brewery,1250914702,4.0,4.0,4.0,ClevoPiwo,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5279,14879,Hoppin' Frog Brewery,1250141216,3.5,4.0,4.5,kegger22,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5280,14879,Hoppin' Frog Brewery,1250123109,4.5,4.0,3.5,BeerSox,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5281,14879,Hoppin' Frog Brewery,1250038351,4.5,4.5,4.0,dyan,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5282,14879,Hoppin' Frog Brewery,1249910214,4.5,4.0,3.5,bobsy,Russian Imperial Stout,3.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5283,14879,Hoppin' Frog Brewery,1249861072,4.0,4.5,4.5,ritzkiss,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5284,14879,Hoppin' Frog Brewery,1249695987,4.5,4.0,4.5,krisandajt,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5285,14879,Hoppin' Frog Brewery,1249614800,4.0,4.0,4.5,damienblack,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5286,14879,Hoppin' Frog Brewery,1249605278,4.5,4.0,4.0,aubuc1,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5287,14879,Hoppin' Frog Brewery,1249502532,4.5,4.0,4.0,Ryan011235,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5288,14879,Hoppin' Frog Brewery,1249346563,4.0,4.0,4.5,fff,Russian Imperial Stout,3.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5289,14879,Hoppin' Frog Brewery,1249338371,4.0,4.5,4.5,CosmoHopHead,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5290,14879,Hoppin' Frog Brewery,1249182518,4.5,4.0,4.0,jpro,Russian Imperial Stout,5.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5291,14879,Hoppin' Frog Brewery,1249143007,2.0,4.5,4.5,Arbitrator,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5292,14879,Hoppin' Frog Brewery,1248572311,4.0,4.0,4.0,tedpeer,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5294,14879,Hoppin' Frog Brewery,1247966257,4.5,4.0,3.5,Reagan1984,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5295,14879,Hoppin' Frog Brewery,1247713321,4.5,4.5,4.0,grayburn,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5296,14879,Hoppin' Frog Brewery,1247540152,4.5,4.0,4.5,caminiti,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5297,14879,Hoppin' Frog Brewery,1246659840,3.5,5.0,5.0,adamette,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5298,14879,Hoppin' Frog Brewery,1246464884,4.5,4.0,4.5,porterwoobie,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5299,14879,Hoppin' Frog Brewery,1246407529,3.5,5.0,4.0,NCSUdo,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5300,14879,Hoppin' Frog Brewery,1246325130,4.0,4.0,3.5,BZero007,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5301,14879,Hoppin' Frog Brewery,1245531991,4.5,4.0,3.5,augustgarage,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5302,14879,Hoppin' Frog Brewery,1243971604,4.0,4.0,4.0,Douglas14,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5303,14879,Hoppin' Frog Brewery,1243738164,4.5,4.0,5.0,infestaxion,Russian Imperial Stout,4.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5304,14879,Hoppin' Frog Brewery,1243721991,4.5,4.5,4.0,Yesac,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5305,14879,Hoppin' Frog Brewery,1243648539,4.0,4.0,3.5,atsprings,Russian Imperial Stout,3.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5306,14879,Hoppin' Frog Brewery,1243560379,4.0,4.0,4.0,thequeen711,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5307,14879,Hoppin' Frog Brewery,1243324263,3.0,3.5,4.0,tai4ji2x,Russian Imperial Stout,3.5,3.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5308,14879,Hoppin' Frog Brewery,1243275862,4.0,4.0,4.0,OldSchoolGamer,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5309,14879,Hoppin' Frog Brewery,1243050697,4.5,3.5,4.0,dancinwillie,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5310,14879,Hoppin' Frog Brewery,1242863331,4.5,4.0,4.0,gciccarelli,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5311,14879,Hoppin' Frog Brewery,1242780686,5.0,4.5,4.5,Birdiebeagle,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5312,14879,Hoppin' Frog Brewery,1242273885,4.5,4.5,4.0,MrHurmateeowish,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5313,14879,Hoppin' Frog Brewery,1242009532,4.0,4.0,4.0,cdViking,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5314,14879,Hoppin' Frog Brewery,1241841018,4.0,4.5,4.0,Tolann,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5315,14879,Hoppin' Frog Brewery,1241815137,5.0,4.5,4.5,easement,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5316,14879,Hoppin' Frog Brewery,1241663484,5.0,3.5,4.0,younger35,Russian Imperial Stout,3.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5317,14879,Hoppin' Frog Brewery,1241472468,3.0,4.0,4.0,tr4nc3d,Russian Imperial Stout,3.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5318,14879,Hoppin' Frog Brewery,1241375276,5.0,3.5,3.5,tigg924,Russian Imperial Stout,4.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5319,14879,Hoppin' Frog Brewery,1240836409,4.0,4.0,4.0,JohnQVegas,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5320,14879,Hoppin' Frog Brewery,1240777298,4.0,4.0,4.0,alcstradamus,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5321,14879,Hoppin' Frog Brewery,1240719048,4.0,4.5,4.0,maximum12,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5322,14879,Hoppin' Frog Brewery,1240607160,4.0,4.5,4.5,BuckeyeNation,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5323,14879,Hoppin' Frog Brewery,1240541235,4.5,3.5,4.0,far333,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5324,14879,Hoppin' Frog Brewery,1240355796,3.0,3.0,2.5,charlesw,Russian Imperial Stout,3.0,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5325,14879,Hoppin' Frog Brewery,1240283860,4.0,4.0,4.0,patmcd,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5326,14879,Hoppin' Frog Brewery,1240178604,3.5,4.5,4.5,ironarrow42,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5327,14879,Hoppin' Frog Brewery,1240176753,4.0,4.5,4.0,OneDropSoup,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5328,14879,Hoppin' Frog Brewery,1240036901,4.0,4.5,4.0,orbitalr0x,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5329,14879,Hoppin' Frog Brewery,1240023912,4.0,4.5,4.0,buschbeer,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5330,14879,Hoppin' Frog Brewery,1239940855,3.5,4.5,4.5,scooter231,Russian Imperial Stout,4.0,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5331,14879,Hoppin' Frog Brewery,1239327973,3.0,3.5,3.0,NCBeernut,Russian Imperial Stout,4.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5332,14879,Hoppin' Frog Brewery,1239029292,2.5,3.0,3.0,twelvsies,Russian Imperial Stout,2.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5333,14879,Hoppin' Frog Brewery,1238890770,4.0,4.0,4.0,MuddyFeet,Russian Imperial Stout,3.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5334,14879,Hoppin' Frog Brewery,1238890153,4.5,4.0,4.5,mikeale,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5335,14879,Hoppin' Frog Brewery,1238884830,4.0,3.5,3.0,DousedInStout,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5336,14879,Hoppin' Frog Brewery,1238657405,4.0,4.5,4.0,ThirdLap,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5337,14879,Hoppin' Frog Brewery,1238484595,4.5,4.5,4.0,PeprSprYoFace,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5338,14879,Hoppin' Frog Brewery,1238465640,4.5,4.0,4.0,czfreeman,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5340,14879,Hoppin' Frog Brewery,1238434345,5.0,4.5,4.0,br3wmeister,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5341,14879,Hoppin' Frog Brewery,1238377377,4.0,4.5,5.0,StarlightSeraph,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5342,14879,Hoppin' Frog Brewery,1238376182,3.0,4.0,4.0,farrago,Russian Imperial Stout,3.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5343,14879,Hoppin' Frog Brewery,1238305790,4.5,4.0,3.0,auxiliary,Russian Imperial Stout,4.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5344,14879,Hoppin' Frog Brewery,1238302867,4.5,5.0,4.0,natasharai,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5345,14879,Hoppin' Frog Brewery,1238097526,4.5,4.0,4.5,coldmeat23,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5346,14879,Hoppin' Frog Brewery,1237354474,4.5,4.5,4.0,colts9016,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5347,14879,Hoppin' Frog Brewery,1238040689,5.0,4.5,3.5,everetends,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5348,14879,Hoppin' Frog Brewery,1237938690,4.0,2.0,4.0,goethean,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5349,14879,Hoppin' Frog Brewery,1237849089,4.0,4.0,4.5,beerthulhu,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5350,14879,Hoppin' Frog Brewery,1237736703,4.0,4.0,4.5,Proteus93,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5351,14879,Hoppin' Frog Brewery,1237503855,3.5,4.5,4.5,KBoudreau66,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5352,14879,Hoppin' Frog Brewery,1237415365,4.0,5.0,4.0,ABOWMan,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5353,14879,Hoppin' Frog Brewery,1237166709,4.0,4.0,3.5,kbnooshay,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5355,14879,Hoppin' Frog Brewery,1237161024,4.5,3.5,4.0,Nesued,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5356,14879,Hoppin' Frog Brewery,1320795344,4.5,4.5,4.5,StoneBrewFanatic,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5357,14879,Hoppin' Frog Brewery,1320633746,4.0,4.5,4.5,haazer,Russian Imperial Stout,3.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5358,14879,Hoppin' Frog Brewery,1320570401,3.0,4.0,4.0,PEBKAC,Russian Imperial Stout,4.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5359,14879,Hoppin' Frog Brewery,1320199952,4.5,4.0,4.5,agomega,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5360,14879,Hoppin' Frog Brewery,1320108033,4.0,4.0,4.0,celticfutblclub,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5361,14879,Hoppin' Frog Brewery,1319959793,4.5,4.0,4.0,Mar02x,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5362,14879,Hoppin' Frog Brewery,1319746119,4.0,4.5,4.0,GarrettMD,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5364,14879,Hoppin' Frog Brewery,1318990121,4.0,4.0,4.0,Kbogac,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5365,14879,Hoppin' Frog Brewery,1318646842,4.0,4.0,4.0,grittybrews,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5366,14879,Hoppin' Frog Brewery,1318639717,4.0,4.0,4.0,CheezyBlaster,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5367,14879,Hoppin' Frog Brewery,1237061989,4.5,4.0,4.0,tmoneyba,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5368,14879,Hoppin' Frog Brewery,1236994393,4.0,4.5,4.5,drumrboy22,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5369,14879,Hoppin' Frog Brewery,1236735360,4.5,4.0,4.0,alyankus,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5370,14879,Hoppin' Frog Brewery,1236464902,4.0,4.0,4.5,glid02,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5371,14879,Hoppin' Frog Brewery,1236388491,4.5,3.5,4.0,philbe311,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5372,14879,Hoppin' Frog Brewery,1235878313,4.0,4.5,4.5,endincolorado,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5373,14879,Hoppin' Frog Brewery,1235692487,4.5,4.0,4.0,sonicdescent,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5374,14879,Hoppin' Frog Brewery,1235543275,4.0,4.0,3.5,JerzDevl2000,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5375,14879,Hoppin' Frog Brewery,1235532796,4.0,4.5,4.0,GatorBeerNerd,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5376,14879,Hoppin' Frog Brewery,1235445902,4.0,5.0,4.0,Richardberg,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5377,14879,Hoppin' Frog Brewery,1235443700,4.0,4.0,4.0,HeyItsChili,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5378,14879,Hoppin' Frog Brewery,1235438569,4.0,4.5,4.0,cvstrickland,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5379,14879,Hoppin' Frog Brewery,1235361334,4.5,4.5,4.0,Goliath,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5380,14879,Hoppin' Frog Brewery,1232329679,4.0,4.5,4.0,BeerBubby,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5381,14879,Hoppin' Frog Brewery,1235097107,4.0,3.5,3.5,taylorhamrick,Russian Imperial Stout,5.0,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5382,14879,Hoppin' Frog Brewery,1235023851,3.5,4.0,4.0,ColbyPants,Russian Imperial Stout,4.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5383,14879,Hoppin' Frog Brewery,1235005295,3.5,4.0,4.0,beveritt,Russian Imperial Stout,3.5,3.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5384,14879,Hoppin' Frog Brewery,1234839471,5.0,4.5,4.0,biegaman,Russian Imperial Stout,5.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5385,14879,Hoppin' Frog Brewery,1234838933,5.0,4.5,4.5,ThatWineGuy,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5386,14879,Hoppin' Frog Brewery,1232071651,4.5,4.0,4.5,daliandragon,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5387,14879,Hoppin' Frog Brewery,1234678725,4.5,4.5,4.5,steelcutoats,Russian Imperial Stout,4.0,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5388,14879,Hoppin' Frog Brewery,1234395445,4.0,4.5,4.0,bonkers,Russian Imperial Stout,4.5,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5389,14879,Hoppin' Frog Brewery,1234359500,4.5,4.0,4.0,tjthresh,Russian Imperial Stout,4.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5390,14879,Hoppin' Frog Brewery,1234133768,4.5,4.5,3.5,TMB0424,Russian Imperial Stout,4.5,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
5391,14879,Hoppin' Frog Brewery,1233981946,4.0,4.5,4.5,bort11,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
